parcel,parcelno,address,city,zip,homestead,justValue,assessedValue,taxableValue
253S18162430002470,,179 WINDROW WAY,INLET BEACH,32461,H,697531,565343,514621
253S18162430002430,,217 WINDROW WAY,INLET BEACH,32461,H,538860,431830,381108
253S18162430002460,,189 WINDROW WAY,INLET BEACH,32461,,538253,538253,538253
253S18162430002440,,209 WINDROW WAY,INLET BEACH,32461,,487712,487712,487712
253S18162430003260,,62 CONIFER CT,INLET BEACH,32461,H,692970,692970,642248
253S18162430002450,,199 WINDROW WAY,INLET BEACH,32461,,548182,548182,548182
253S181624300000A0,,5 SIDECAMP RD,INLET BEACH,32461,,0,0,0
101S19231000000540,,15284 331 BUSINESS 10-D,FREEPORT,32439,,150815,150815,150815
101S19231000000530,,15284 331 BUSINESS 10-C,FREEPORT,32439,,150815,150815,150815
101S19231000000520,,15284 331 BUSINESS 10-B,FREEPORT,32439,,150815,150815,150815
101S19231000000510,,15284 331 BUSINESS 10-A,FREEPORT,32439,,150815,150815,150815
101S19231000000500,,15284 331 BUSINESS 11-E,FREEPORT,32439,,150815,130354,130354
101S19231000000490,,15284 331 BUSINESS 11-D,FREEPORT,32439,,150815,150815,150815
101S19231000000480,,15284 331 BUSINESS 11-C,FREEPORT,32439,O,149765,124075,73353
101S19231000000470,,15284 331 BUSINESS 11-B,FREEPORT,32439,,150815,150815,150815
101S19231000000460,,15284 331 BUSINESS 11-A,FREEPORT,32439,,150815,150815,150815
101S19231000000450,,15284 331 BUSINESS 12-E,FREEPORT,32439,O,150815,150815,100093
101S19231000000440,,15284 331 BUSINESS 12-D,FREEPORT,32439,,150815,150815,150815
101S19231000000430,,15284 331 BUSINESS 12-C,FREEPORT,32439,,150815,150815,150815
101S19231000000420,,15284 331 BUSINESS 12-B,FREEPORT,32439,O,150815,113831,63109
101S19231000000400,,15284 331 BUSINESS 13-E,FREEPORT,32439,O,150815,124075,73353
101S19231000000410,,15284 331 BUSINESS 12-A,FREEPORT,32439,W,150815,113831,63109
101S19231000000390,,15284 331 BUSINESS 13-D,FREEPORT,32439,,150815,150815,150815
101S19231000000380,,15284 331 BUSINESS 13-C,FREEPORT,32439,,150815,150815,150815
101S19231000000370,,15284 331 BUSINESS 13-B,FREEPORT,32439,,150815,150815,150815
101S19231000000360,,15284 331 BUSINESS 13-A,FREEPORT,32439,O,150815,150815,100093
101S19231000000350,,15284 331 BUSINESS 14-E,FREEPORT,32439,,150815,150815,150815
101S19231000000340,,15284 331 BUSINESS 14-D,FREEPORT,32439,,150815,150815,150815
101S19231000000330,,15284 331 BUSINESS 14-C,FREEPORT,32439,,150815,150815,150815
101S19231000000320,,15284 331 BUSINESS 14-B,FREEPORT,32439,O,150815,150815,100093
101S19231000000310,,15284 331 BUSINESS 14-A,FREEPORT,32439,O,149765,149765,99043
101S19231000000560,,15284 331 BUSINESS 9-D,FREEPORT,32439,,150815,150815,150815
101S19231000000300,,15284 331 BUSINESS 605,FREEPORT,32439,,150815,150815,150815
101S19231000000630,,15284 331 BUSINESS 8-D,FREEPORT,32439,,150815,150815,150815
101S19231000000640,,15284 331 BUSINESS 7-D,FREEPORT,32439,,150815,150815,150815
101S19231000000570,,15284 331 BUSINESS 9-C,FREEPORT,32439,,150815,150815,150815
101S19231000000290,,15284 331 BUSINESS 6-D,FREEPORT,32439,,150815,150815,150815
101S19231000000620,,15284 331 BUSINESS 8-C,FREEPORT,32439,O,150815,124075,73353
101S19231000000650,,15284 331 BUSINESS 7-C,FREEPORT,32439,,150815,150815,150815
101S19231000000580,,15284 331 BUSINESS 9-B,FREEPORT,32439,,150815,150815,150815
101S19231000000280,,15284 331 BUSINESS 6-C,FREEPORT,32439,,150815,150815,150815
101S19231000000610,,15284 331 BUSINESS 8-B,FREEPORT,32439,,150815,150815,150815
101S19231000000660,,15284 331 BUSINESS 7-B,FREEPORT,32439,O,150815,150815,100093
101S19231000000590,,15284 331 BUSINESS 9-A,FREEPORT,32439,O,150815,124075,73353
101S19231000000270,,15284 331 BUSINESS 6-B,FREEPORT,32439,,150815,150815,150815
101S19231000000600,,15284 331 BUSINESS 8-A,FREEPORT,32439,O,150815,124075,73353
101S19231000000670,,15284 331 BUSINESS 7-A,FREEPORT,32439,,150815,150815,150815
101S19231000000260,,15284 331 BUSINESS 6-A,FREEPORT,32439,O,150815,150815,100093
101S19231000000010,,15284 331 BUSINESS 1-E,FREEPORT,32439,O,150815,124075,73353
101S19231000000020,,15284 331 BUSINESS 1-D,FREEPORT,32439,,150815,150815,150815
101S19231000000030,,15284 331 BUSINESS 1-C,FREEPORT,32439,,150815,150815,150815
101S19231000000040,,15284 331 BUSINESS 1-B,FREEPORT,32439,,150815,150815,150815
101S19231000000050,,15284 331 BUSINESS 1-A,FREEPORT,32439,,150815,150815,150815
101S19231000000060,,15284 331 BUSINESS 2-E,FREEPORT,32439,,150815,150815,150815
101S19231000000070,,15284 331 BUSINESS 2-D,FREEPORT,32439,,150815,150815,150815
101S19231000000080,,15284 331 BUSINESS 2-C,FREEPORT,32439,,150815,150815,150815
101S19231000000090,,15284 331 BUSINESS 2-B,FREEPORT,32439,,150815,130354,130354
101S19231000000100,,15284 331 BUSINESS 2-A,FREEPORT,32439,,150815,150815,150815
101S19231000000110,,15284 331 BUSINESS 3-E,FREEPORT,32439,,150815,150815,150815
101S19231000000120,,15284 331 BUSINESS 3-D,FREEPORT,32439,O,150815,146187,95465
101S19231000000130,,15284 331 BUSINESS 3-C,FREEPORT,32439,,150815,150815,150815
101S19231000000140,,15284 331 BUSINESS 3-B,FREEPORT,32439,O,150815,150815,100093
101S19231000000160,,15284 331 BUSINESS 4-E,FREEPORT,32439,,150815,150815,150815
101S19231000000170,,15284 331 BUSINESS 4-D,FREEPORT,32439,,150815,150815,150815
101S19231000000150,,15284 331 BUSINESS 3-A,FREEPORT,32439,O,150815,124075,73353
101S19231000000180,,15284 331 BUSINESS 4-C,FREEPORT,32439,,150815,150815,150815
101S19231000000190,,15284 331 BUSINESS 4-B,FREEPORT,32439,,150815,150815,150815
101S19231000000200,,15284 331 BUSINESS 4-A,FREEPORT,32439,,150815,150815,150815
101S19231000000210,,15284 331 BUSINESS 5-E,FREEPORT,32439,O,150815,137444,100407
101S19231000000220,,15284 331 BUSINESS 5-D,FREEPORT,32439,,150815,150815,150815
101S19231000000230,,15284 331 BUSINESS 5-C,FREEPORT,32439,O,150815,124075,73353
101S19231000000240,,15284 331 BUSINESS 5-B,FREEPORT,32439,,150815,150815,150815
101S19231000000250,,15284 331 BUSINESS 5-A,FREEPORT,32439,,150815,150815,150815
101S19230000040000,,15300 S US HWY 331,FREEPORT,32439,,6913,6913,6913
101S192310000000A0,,15284 331 BUSINESS,FREEPORT,32439,,0,0,0
101S19231110000810,,102 PALM SHADOW WAY,FREEPORT,32439,O,209095,165779,115057
101S19231120000950,,141 N SAND PALM RD,FREEPORT,32439,,209799,209799,209799
101S19231100000340,,73 S SAND PALM RD 34,FREEPORT,32439,,181963,181963,181963
101S19231100000360,,72 S SAND PALM RD 36,FREEPORT,32439,,217983,217983,217983
101S19231100000330,,71 S SAND PALM RD 33,FREEPORT,32439,,230881,230881,230881
101S19231100000370,,70 S SAND PALM RD 37,FREEPORT,32439,,181963,181963,181963
101S19231100000320,,69 S SAND PALM RD 32,FREEPORT,32439,,181963,181963,181963
101S19231100000380,,68 S SAND PALM RD 38,FREEPORT,32439,,181963,181963,181963
101S19231100000310,,67 S SAND PALM RD 31,FREEPORT,32439,,217983,217983,217983
101S19231100000390,,64 S SAND PALM RD 39,FREEPORT,32439,,217983,217983,217983
101S19231100000300,,65 S SAND PALM RD 30,FREEPORT,32439,,217983,217983,217983
101S19231100000400,,58 S SAND PALM RD,FREEPORT,32439,O,217983,179838,129116
101S19231100000290,,51 S SAND PALM RD,FREEPORT,32439,,181963,181963,181963
101S19231100000410,,54 S SAND PALM RD,FREEPORT,32439,H,181200,181200,130478
101S19231100000280,,49 S SAND PALM RD 28,FREEPORT,32439,,230881,230881,230881
101S19231100000420,,50 S SAND PALM RD,FREEPORT,32439,,230881,230881,230881
101S19231100000270,,47 S SAND PALM RD 27,FREEPORT,32439,,214520,214520,214520
101S19231100000430,,46 S SAND PALM RD,FREEPORT,32439,O,214520,141373,90651
101S19231100000260,,45 S SAND PALM RD 26,FREEPORT,32439,,217983,217983,217983
101S19231100000440,,42 S SAND PALM RD,FREEPORT,32439,,217983,217983,217983
101S19231100000250,,31 S SAND PALM RD 25,FREEPORT,32439,,187707,182190,182190
101S19231100000450,,30 S SAND PALM RD 45,FREEPORT,32439,O,187707,109081,58359
101S19231100000240,,29 S SAND PALM RD 24,FREEPORT,32439,,191611,143219,143219
101S19231100000460,,28 S SAND PALM RD 46,FREEPORT,32439,,191611,143219,143219
101S19231100000230,,27 S SAND PALM RD 23,FREEPORT,32439,,191611,191611,191611
101S19231100000470,,26 S SAND PALM RD 47,FREEPORT,32439,,192154,184081,184081
101S19231100000220,,25 S SAND PALM RD 22,FREEPORT,32439,O,203296,203296,152574
101S19231100000480,,24 S SAND PALM RD 48,FREEPORT,32439,O,204471,204471,153749
101S19231100000210,,23 S SAND PALM RD 21,FREEPORT,32439,,203296,203296,203296
101S19231100000490,,22 S SAND PALM RD 49,FREEPORT,32439,,204471,188080,188080
101S19231100000200,,21 S SAND PALM RD 20,FREEPORT,32439,O,191611,73170,0
101S19231100000500,,20 S SAND PALM RD 50,FREEPORT,32439,,191611,191611,191611
101S19231100000190,,19 S SAND PALM RD 19,FREEPORT,32439,O,191611,73170,25000
101S19231100000510,,18 S SAND PALM RD 51,FREEPORT,32439,H,191611,191611,90889
101S19231100000180,,17 S SAND PALM RD 18,FREEPORT,32439,O,187707,178448,127726
101S19231100000520,,16 S SAND PALM RD 52,FREEPORT,32439,,187707,187707,187707
101S19231100000530,,19 N SAND PALM RD 53,FREEPORT,32439,O,187707,109081,58359
101S19231100000170,,18 N SAND PALM RD 17,FREEPORT,32439,,189095,189095,189095
101S19231100000540,,21 N SAND PALM RD 54,FREEPORT,32439,,191611,191611,191611
101S19231100000160,,20 N SAND PALM RD 16,FREEPORT,32439,,191611,184081,184081
101S19231100000550,,23 N SAND PALM RD 55,FREEPORT,32439,,191611,184081,184081
101S19231100000150,,22 N SAND PALM RD 15,FREEPORT,32439,O,204471,204471,153749
101S19231100000560,,25 N SAND PALM RD 56,FREEPORT,32439,,203296,188080,188080
101S19231100000140,,24 N SAND PALM RD 14,FREEPORT,32439,,191611,191611,191611
101S19231100000130,,26 N SAND PALM RD 13,FREEPORT,32439,,187707,182190,182190
101S19231100000570,,27 N SAND PALM RD 57,FREEPORT,32439,,204471,204471,204471
101S19231100000580,,29 N SAND PALM RD 58,FREEPORT,32439,H,191611,191611,140889
101S19231100000590,,31 N SAND PALM RD 59,FREEPORT,32439,,191611,184081,184081
101S19231100000600,,33 N SAND PALM RD 60,FREEPORT,32439,O,187707,118670,67948
101S19231100000610,,43 N SAND PALM RD 61,FREEPORT,32439,H,217983,165779,115057
101S19231100000620,,45 N SAND PALM RD 62,FREEPORT,32439,,214520,214520,214520
101S19231100000630,,47 N SAND PALM RD 63,FREEPORT,32439,,214520,214520,214520
101S19231100000680,,72 N SAND PALM RD 68,FREEPORT,32439,,181963,181963,181963
101S19231100000660,,76 N SAND PALM RD 66,FREEPORT,32439,,213594,184081,184081
101S19231100000670,,74 N SAND PALM RD,FREEPORT,32439,O,230881,230881,180159
101S19231100000690,,70 N SAND PALM RD 69,FREEPORT,32439,,217983,217983,217983
101S19231100000650,,78 N SAND PALM RD 65,FREEPORT,32439,O,216548,80310,24588
101S19231100000640,,49 N SAND PALM RD 64,FREEPORT,32439,,217983,217983,217983
101S19231110000800,,106 PALM SHADOW WAY,FREEPORT,32439,,221367,221367,221367
101S19231110000790,,110 PALM SHADOW WAY,FREEPORT,32439,,221367,221367,221367
101S19231110000780,,114 PALM SHADOW WAY,FREEPORT,32439,,224890,224890,224890
101S19231110000770,,118 PALM SHADOW WAY,FREEPORT,32439,,224890,224890,224890
101S19231110000760,,120 PALM SHADOW WAY,FREEPORT,32439,,221367,221367,221367
101S19231110000750,,124 PALM SHADOW WAY,FREEPORT,32439,H,221367,203521,152799
101S19231110000740,,128 PALM SHADOW WAY,FREEPORT,32439,,209095,209095,209095
101S19231110000730,,132 PALM SHADOW WAY,FREEPORT,32439,,209095,209095,209095
101S19231110000720,,136 PALM SHADOW WAY,FREEPORT,32439,,221367,221367,221367
101S19231110000710,,140 PALM SHADOW WAY,FREEPORT,32439,O,221367,183423,132701
101S19231110000700,,146 PALM SHADOW WAY,FREEPORT,32439,,209095,209095,209095
101S19231110000820,,119 N SAND PALM RD,FREEPORT,32439,,209095,209095,209095
101S19231110000830,,123 N SAND PALM RD,FREEPORT,32439,,221367,184081,184081
101S19231110000840,,127 N SAND PALM RD,FREEPORT,32439,,226105,226105,226105
101S19231110000850,,131 N SAND PALM RD,FREEPORT,32439,,221367,184081,184081
101S19231110000860,,135 N SAND PALM RD,FREEPORT,32439,,209095,209095,209095
101S19231110000940,,110 N SAND PALM RD,FREEPORT,32439,,208001,208001,208001
101S19231110000930,,114 N SAND PALM RD,FREEPORT,32439,,218572,184081,184081
101S19231110000920,,118 N SAND PALM RD,FREEPORT,32439,,218572,184081,184081
101S19231110000910,,122 N SAND PALM RD,FREEPORT,32439,,224890,224890,224890
101S19231110000900,,126 N SAND PALM RD,FREEPORT,32439,,224890,224890,224890
101S19231110000890,,130 N SAND PALM RD,FREEPORT,32439,,221367,184081,184081
101S19231110000880,,134 N SAND PALM RD,FREEPORT,32439,,218572,184081,184081
101S19231110000870,,138 N SAND PALM RD,FREEPORT,32439,O,209095,179838,129116
101S192311100000A0,,,FREEPORT,32439,,0,0,0
101S19231100000040,,60 N SAND PALM RD 4,FREEPORT,32439,,217983,217983,217983
273S18168110000010,,40 W SOLAIRE WAY,INLET BEACH,32461,,2668793,2668793,2668793
273S18168110000020,,W SOLAIRE WAY,INLET BEACH,32461,,2668793,2180178,2180178
273S18168110000040,,CATNAP ALY,INLET BEACH,32461,,2668793,2180178,2180178
273S18168110000050,,161 CATNAP ALY,INLET BEACH,32461,,2668793,2180178,2180178
273S18168110000060,,CATNAP ALY,INLET BEACH,32461,,2668793,2180178,2180178
273S18168110000100,,CATNAP ALY,INLET BEACH,32461,,2668793,2180178,2180178
273S18168110000090,,25 STELLA WAY,INLET BEACH,32461,O,2668793,1788149,1737427
273S18168110000080,,25 STELLA WAY,INLET BEACH,32461,,2668793,2668793,2668793
273S18168110000070,,CATNAP ALY,INLET BEACH,32461,,2668793,2180178,2180178
273S18168150000210,,55 KAIYA AVE 21,INLET BEACH,32461,,1051050,1051050,1051050
273S181681100000A0,,,INLET BEACH,32461,,0,0,0
273S181681100000A0,,,INLET BEACH,32461,,0,0,0
273S181681100000A0,,,INLET BEACH,32461,,0,0,0
273S181681100000A0,,,INLET BEACH,32461,,0,0,0
273S181681100000A0,,,INLET BEACH,32461,,0,0,0
273S18168160003050,,45 W SOLAIRE WAY UNIT 305,INLET BEACH,32461,,1718750,1588125,1588125
273S18168110000A10,,149 CATNAP ALY,INLET BEACH,32461,,0,0,0
363S18161550000020,,,INLET BEACH,32461,,1175000,1175000,1175000
363S181615500000A0,,,INLET BEACH,32461,,0,0,0
363S18161550000030,,,INLET BEACH,32461,,1175000,1175000,1175000
363S181615500000A0,,,INLET BEACH,32461,,0,0,0
363S181615500000A0,,,INLET BEACH,32461,,0,0,0
363S18161550000060,,4 JAN CT,INLET BEACH,32461,H,3291958,3291958,3241236
363S18161550000050,,8 JAN CT,INLET BEACH,32461,,3513608,3513608,3513608
363S18161550000040,,12 JAN CT,INLET BEACH,32461,,1175000,1175000,1175000
322S203325700002C0,,HERON'S XING,SANTA ROSA BEACH,32459,,441085,441085,441085
322S203325700002B0,,HERON'S XING,SANTA ROSA BEACH,32459,,441085,441085,441085
322S203325700002A0,,55 HERON'S XING 2A,SANTA ROSA BEACH,32459,,441085,441085,441085
322S203325700001D0,,67 HERON'S XING D,SANTA ROSA BEACH,32459,,441085,441085,441085
322S203325700001C0,,67 HERON'S XING 1C,SANTA ROSA BEACH,32459,O,441085,441085,390363
322S203325700001B0,,67 HERON'S XING B,SANTA ROSA BEACH,32459,O,441085,355586,304864
322S203325700001A0,,67 HERON'S XING A,SANTA ROSA BEACH,32459,,441085,441085,441085
322S203325700000A0,,HERON'S XING,SANTA ROSA BEACH,32459,,0,0,0
181S19230000030090,,,FREEPORT,32439,,1120,1120,1120
222S20331201070050,,209 INDIAN WOMAN RD,SANTA ROSA BEACH,32459,O,352246,193348,142626
093N191970000K0040,,BEETHOVEN CIR,DEFUNIAK SPRINGS,32433,,26000,11498,11498
293N18100000040090,,3709 E US HWY 90,DEFUNIAK SPRINGS,32433,,210701,210701,210701
293N18100000040040,,3635 E US HWY 90,DEFUNIAK SPRINGS,32433,,36146,35396,35396
293N18100000220000,,3607 E US HWY 90,DEFUNIAK SPRINGS,32433,,57175,57175,57175
293N18100000020000,,OLD AIRPORT RD,DEFUNIAK SPRINGS,32433,,107438,5396,5396
293N18100000040010,,229 QUENTIN TURNER RD,DEFUNIAK SPRINGS,32433,O,89862,37498,12498
293N18100000130000,,3591 E US HWY 90,DEFUNIAK SPRINGS,32433,H,277525,126872,76150
293N18100000340000,,59 OLD AIRPORT RD,DEFUNIAK SPRINGS,32433,O,56549,42692,17692
293N18100000060000,,3933 E US HWY 90,DEFUNIAK SPRINGS,32433,,80008,57604,0
293N18100000090010,,3751 E US HWY 90,DEFUNIAK SPRINGS,32433,,37108,27601,27601
293N18100000020010,,3961 E US HWY 90,DEFUNIAK SPRINGS,32433,,262069,88431,88431
293N18100000030000,,3869 E US HWY 90,DEFUNIAK SPRINGS,32433,,166305,10706,10706
083S19252200000211,,155 ARBOR LN,SANTA ROSA BEACH,32459,,660802,534994,534994
061S17070000040011,,10772 CO HWY 3280,PONCE DE LEON,32455,H,346349,225126,0
051S17070000250000,,250 BMW RD,PONCE DE LEON,32455,H,283020,163864,113142
253N19190700018061,,79 N 20TH ST,DEFUNIAK SPRINGS,32433,,1199180,1122488,1122488
163N21370100000040,,2115 HINOTE RD,DEFUNIAK SPRINGS,32433,H,412028,230955,180233
223S18160000010020,,839 WINDSONG DR,INLET BEACH,32461,,941571,807329,807329
223S18160000010040,,33 MEMBER WAY,INLET BEACH,32461,,26502954,26502954,26502954
013S20340300000090,,56 W BLUE CORAL DR,SANTA ROSA BEACH,32459,H,2368482,2368482,2317760
242S20331850000040,,CESSNA ST,SANTA ROSA BEACH,32459,,98000,51570,51570
123S203403000A0040,,MARLIN ST,SANTA ROSA BEACH,32459,,300000,159995,159995
123S203403000G0110,,20 SNAPPER ST,SANTA ROSA BEACH,32459,,886798,886798,886798
045N19210000020070,,,DEFUNIAK SPRINGS,32433,,29040,8035,8035
045N19210000020050,,283 LEDDON RD,DEFUNIAK SPRINGS,32433,O,54269,35790,0
012N19180000180020,,75 TIGER LAIRD RD,DEFUNIAK SPRINGS,32435,,253122,114365,114365
302S20333300000260,,308 W HEWITT RD,SANTA ROSA BEACH,32459,,383694,282163,282163
341S19230600000260,,310 BAYOU CIR,FREEPORT,32439,H,516791,292987,242265
363S18161960000020,,158 POMPANO ST,INLET BEACH,32461,,3767100,3767100,3767100
363S18161960000030,,42 SEVEN PALMS DR,INLET BEACH,32461,,3384055,3384055,3384055
363S18161960000040,,52 SEVEN PALMS DR,INLET BEACH,32461,,3430981,3430981,3430981
363S18161960000050,,62 SEVEN PALMS DR,INLET BEACH,32461,,737207,737207,737207
363S181619600000A0,,,INLET BEACH,32461,,0,0,0
363S181619600000A0,,,INLET BEACH,32461,,0,0,0
172N18090000090000,,E CO HWY 280,DEFUNIAK SPRINGS,32435,,335500,20972,20972
351S19230000020030,,,FREEPORT,32439,,138775,2882,2882
022S19240000020000,,ALTMAN RD,FREEPORT,32439,,10926,10926,10926
172N18090000030010,,4464 E CO HWY 280,DEFUNIAK SPRINGS,32435,H,332097,133601,82879
172N18090000030000,,4666 E CO HWY 280,DEFUNIAK SPRINGS,32435,H,350847,127730,77008
221S214109000A0050,,80 EASTERN ST,FREEPORT,32439,O,303327,210576,159854
366N21400000240040,,21757 N US HWY 331,LAUREL HILL,32567,,1250,1250,0
015N21390000030061,,730 E CO HWY 147,LAUREL HILL,32567,,305669,140260,140260
015N21390000030063,,20616 US HWY 331 N,LAUREL HILL,32567,H,620326,574678,523956
015N21390000020000,,322 E CO HWY 147,LAUREL HILL,32567,H,859311,393385,342663
015N21390000030060,,N US HWY 331,LAUREL HILL,32567,,152360,8695,8695
015N21390000030060,,N US HWY 331,LAUREL HILL,32567,,152360,8695,8695
013S20340300000080,,80 W BLUE CORAL DR,SANTA ROSA BEACH,32459,H,1797174,1797174,1746452
114N20290000060000,,,DEFUNIAK SPRINGS,32433,,176000,2885,2885
222S20331200250050,,129 SANTA ROSA ST,SANTA ROSA BEACH,32459,,268383,253068,253068
242S214231000A0150,,18 DOLPHIN CT,SANTA ROSA BEACH,32459,W,342509,237464,186742
293N17060000380000,,148 CASSIDY LN,PONCE DE LEON,32455,H,205304,42598,17598
293N17060000380000,,148 CASSIDY LN,PONCE DE LEON,32455,H,205304,42598,17598
293N17060000310000,,148 RUSHING RD,PONCE DE LEON,32455,H,328656,130926,80204
253N19190400050370,,,DEFUNIAK SPRINGS,32433,,500,483,483
253N19190700016259,,,DEFUNIAK SPRINGS,32433,,2542,2542,2542
361S19230000010012,,CO HWY 3280,FREEPORT,32439,,457808,36094,36094
361S19230000010010,,,FREEPORT,32439,,280839,9721,9721
212N17050000010000,,S TRAM RD,PONCE DE LEON,32455,,51132,51132,0
092N17050000160020,,47 N TRAM RD,PONCE DE LEON,32455,O,15816,14004,0
092N17050000100040,,ROCK HILL RD,PONCE DE LEON,32455,,310178,14400,14400
173N20280800380220,,628 SHOREY DR,DEFUNIAK SPRINGS,32433,H,210231,131283,80561
153N20280700490060,,45 BLUE MARLIN CT,DEFUNIAK SPRINGS,32433,,16000,5851,5851
301S21411000420110,,61 VANCE AVE,NICEVILLE,32578,,329326,266953,266953
252S21423500000100,,786 MACK BAYOU RD,SANTA ROSA BEACH,32459,,481629,481629,481629
163N20280600090090,,268 E DAISY LN,DEFUNIAK SPRINGS,32433,O,132212,72347,25000
163N202806000000A0,,PUBLIC PARK,DEFUNIAK SPRINGS,0,,0,0,0
222S203312006100E1,,1495 N CO HWY 393,SANTA ROSA BEACH,32459,,388757,372237,372237
221S19230300000200,,JONES DR,FREEPORT,32439,,75000,14897,14897
221S19230300000190,,JONES DR,FREEPORT,32439,,75000,75000,75000
171S19231330000250,,370 REVANA WAY,FREEPORT,32439,H,773986,713852,663130
171S19231330000240,,360 REVANA WAY,FREEPORT,32439,H,854617,854617,0
171S19231330000230,,350 REVANA WAY,FREEPORT,32439,H,1045341,726573,402511
171S19231330000260,,380 REVANA WAY,FREEPORT,32439,H,754154,754154,698432
171S19231330000220,,324 REVANA WAY,FREEPORT,32439,H,920068,920068,864346
171S19231330000210,,306 REVANA WAY,FREEPORT,32439,,78965,78965,78965
171S19231330000200,,REVANA WAY,FREEPORT,32439,,78965,78965,78965
171S19231330000190,,278 REVANA WAY,FREEPORT,32439,H,929859,632804,582082
171S19231330000270,,390 REVANA WAY,FREEPORT,32439,H,839784,839784,789062
171S19231330000180,,266 REVANA WAY,FREEPORT,32439,,898433,898433,898433
171S19231330000280,,396 REVANA WAY,FREEPORT,32439,H,1024104,1015295,959573
171S19231330000170,,256 REVANA WAY,FREEPORT,32439,W,867355,867355,816633
171S19231330000420,,19 CAYMUS CV,FREEPORT,32439,,78965,78965,78965
171S19231330000160,,246 REVANA WAY,FREEPORT,32439,H,833942,833942,783220
171S19231330000290,,404 REVANA WAY,FREEPORT,32439,,1187963,1187963,1187963
171S19231330000410,,REVANA WAY,FREEPORT,32439,,78965,78965,78965
171S19231330000150,,236 REVANA WAY,FREEPORT,32439,H,951434,951434,900712
171S19231330000430,,25 CAYMUS CV,FREEPORT,32439,,863661,863661,863661
171S19231330000400,,221 REVANA WAY,FREEPORT,32439,H,680497,680497,629775
171S19231330000300,,REVANA WAY,FREEPORT,32439,,84492,84492,84492
171S19231330000450,,34 CAYMUS CV,FREEPORT,32439,H,688240,638687,587965
171S19231330000440,,33 CAYMUS CV,FREEPORT,32439,,907223,907223,907223
171S19231330000140,,222 REVANA WAY,FREEPORT,32439,O,986587,986587,935865
171S19231330000390,,207 REVANA WAY,FREEPORT,32439,H,885468,776406,720684
171S19231330000340,,71 REVANA WAY,FREEPORT,32439,,786695,786695,786695
171S19231330000130,,210 REVANA WAY,FREEPORT,32439,H,709607,705472,654750
171S19231330000010,,REVANA WAY,FREEPORT,32439,,78965,78965,78965
171S19231330000350,,107 REVANA WAY,FREEPORT,32439,,929750,929750,929750
171S19231330000360,,121 REVANA WAY,FREEPORT,32439,,1124300,1124300,1124300
171S19231330000380,,REVANA WAY,FREEPORT,32439,,78965,78965,78965
171S19231330000370,,145 REVANA WAY,FREEPORT,32439,O,849710,849710,798988
171S19231330000120,,196 REVANA WAY,FREEPORT,32439,H,812430,691621,640899
171S19231330000020,,82 REVANA WAY,FREEPORT,32439,H,886262,886262,835540
171S19231330000310,,REVANA WAY,FREEPORT,32439,,78965,78965,78965
171S19231330000110,,186 REVANA WAY,FREEPORT,32439,H,1006717,1006717,955995
171S19231330000030,,92 REVANA WAY,FREEPORT,32439,,875326,875326,875326
171S19231330000060,,128 REVANA WAY,FREEPORT,32439,,78965,78965,78965
171S19231330000050,,112 REVANA WAY,FREEPORT,32439,H,845341,845341,794619
171S19231330000040,,102 REVANA WAY,FREEPORT,32439,H,1161951,869769,814047
171S19231330000100,,174 REVANA WAY,FREEPORT,32439,W,707161,707161,656439
171S19231330000070,,144 REVANA WAY,FREEPORT,32439,H,1246425,1246425,0
171S19231330000090,,166 REVANA WAY,FREEPORT,32439,,1205432,1205432,1205432
171S19231330000080,,154 REVANA WAY,FREEPORT,32439,H,910583,910583,854861
171S192313300000A0,,,FREEPORT,32439,,0,0,0
263S181643200T0000,,49 N CASTLE HARBOUR DR,INLET BEACH,32461,,2721567,2721567,2721567
263S18166000004040,,27 ADMIRALTY ROW 404,INLET BEACH,32461,,3712600,3712600,3712600
263S181643200T0010,,57 N CASTLE HARBOUR DR,INLET BEACH,32461,,4421224,4421224,4421224
263S181643200T0020,,65 N CASTLE HARBOUR DR,INLET BEACH,32461,,3776598,3776598,3776598
263S181643200T0030,,79 N CASTLE HARBOUR DR,INLET BEACH,32461,,4178187,4016659,4016659
263S181643200T0040,,87 N CASTLE HARBOUR DR,INLET BEACH,32461,,3781545,3652642,3652642
263S181643200000A0,,,INLET BEACH,32461,,0,0,0
101S19231500001260,,,FREEPORT,32439,,31500,31500,31500
101S19231500000590,,,FREEPORT,32439,,30900,30900,30900
101S19230000140000,,,FREEPORT,32439,,195299,192270,192270
101S19231500000600,,STONE CREEK DR,FREEPORT,32439,,30000,30000,30000
101S19231500001550,,STONE CREEK DR,FREEPORT,32439,,33000,33000,33000
101S19231500000610,,STONE CREEK DR,FREEPORT,32439,,30000,30000,30000
101S19231500000620,,STONE CREEK DR,FREEPORT,32439,,30000,30000,30000
101S19231500001540,,STONE CREEK DR,FREEPORT,32439,,31500,31500,31500
101S19231500000630,,STONE CREEK DR,FREEPORT,32439,,30000,30000,30000
101S19231500001530,,STONE CREEK DR,FREEPORT,32439,,31500,31500,31500
101S19231500000640,,STONE CREEK DR,FREEPORT,32439,,30000,30000,30000
101S19231500000650,,STONE CREEK DR,FREEPORT,32439,,30000,30000,30000
101S19231500001520,,STONE CREEK DR,FREEPORT,32439,,31500,31500,31500
101S19231500000660,,STONE CREEK DR,FREEPORT,32439,,30000,30000,30000
